ORGANIZATION_NAME,SECTOR,OCCUPIED_BEDS,UNOCCUPIED_BEDS
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,94,0
Covenant House Toronto,Youth,93,0
Covenant House Toronto,Youth,93,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,30,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Covenant House Toronto,Youth,2,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
Fred Victor Centre,Women,52,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
City of Toronto,Men,53,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,78,0
The Salvation Army of Canada,Men,76,0
The Salvation Army of Canada,Men,76,0
The Salvation Army of Canada,Men,76,0
The Salvation Army of Canada,Men,75,0
The Salvation Army of Canada,Men,74,0
The Salvation Army of Canada,Men,72,0
The Salvation Army of Canada,Men,71,0
Fred Victor Centre,Mixed Adult,60,0
Fred Victor Centre,Mixed Adult,60,0
Fred Victor Centre,Mixed Adult,60,0
Fred Victor Centre,Mixed Adult,60,0
Fred Victor Centre,Mixed Adult,60,0
Fred Victor Centre,Mixed Adult,60,0
Fred Victor Centre,Mixed Adult,60,0
Fred Victor Centre,Mixed Adult,60,0
Fred Victor Centre,Mixed Adult,60,0
Fred Victor Centre,Mixed Adult,60,0
Fred Victor Centre,Mixed Adult,60,0
Fred Victor Centre,Mixed Adult,60,0
Fred Victor Centre,Mixed Adult,60,0
Fred Victor Centre,Mixed Adult,59,0
Fred Victor Centre,Mixed Adult,58,0
Fred Victor Centre,Mixed Adult,55,0
Fred Victor Centre,Mixed Adult,54,0
Fred Victor Centre,Mixed Adult,44,0
Fred Victor Centre,Mixed Adult,37,0
Fred Victor Centre,Mixed Adult,27,0
Fred Victor Centre,Mixed Adult,15,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,88,0
City of Toronto,Women,87,0
City of Toronto,Women,87,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Women,28,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
YWCA Toronto,Youth,27,0
Native Child & Family Services Toronto,Youth,15,0
Native Child & Family Services Toronto,Youth,15,0
Native Child & Family Services Toronto,Youth,15,0
Native Child & Family Services Toronto,Youth,15,0
Native Child & Family Services Toronto,Youth,15,0
Native Child & Family Services Toronto,Youth,15,0
Native Child & Family Services Toronto,Youth,15,0
Native Child & Family Services Toronto,Youth,15,0
Native Child & Family Services Toronto,Youth,15,0
Native Child & Family Services Toronto,Youth,15,0
Native Child & Family Services Toronto,Youth,15,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,23,0
Christie Ossington Neighbourhood Centre,Mixed Adult,22,0
Christie Ossington Neighbourhood Centre,Mixed Adult,22,0
Christie Ossington Neighbourhood Centre,Mixed Adult,15,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
Toronto Community Hostel,Mixed Adult,6,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
YMCA of Greater Toronto,Youth,25,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,50,0
The Scott Mission Inc.,Men,49,0
The Scott Mission Inc.,Men,49,0
The Scott Mission Inc.,Men,49,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
COSTI Immigrant Services,Mixed Adult,8,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
The Scott Mission Inc.,Men,71,0
City of Toronto,Mixed Adult,30,0
City of Toronto,Mixed Adult,30,0
City of Toronto,Mixed Adult,30,0
City of Toronto,Mixed Adult,30,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
Fife House Foundation,Mixed Adult,5,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
