YEAR BUILT,PROPERTY TYPE,LATITUDE,LONGITUDE,COSMETIC,HIGH,MODERATE,OVERALL
1959,PRIVATE,43.702708953,-79.344590225,2.7,2.7,2.9,92
1959,PRIVATE,43.731860222,-79.437462746,2.8,2.8,2.7,92
1959,PRIVATE,43.615698552,-79.494911446,2.8,2.7,2.8,92
1959,PRIVATE,43.589434868,-79.544657833,2.1,2.9,2.6,92
1959,PRIVATE,43.7078158856,-79.4828804419,2.2,2.8,2.8,92
1960,PRIVATE,43.668052257,-79.379770143,2.7,2.8,2.6,92
1960,PRIVATE,43.7565096904,-79.4367503453,2.8,2.7,2.7,92
1960,PRIVATE,43.741950634,-79.435448388,3,2.7,2.7,92
1960,PRIVATE,43.688002772,-79.420528429,3,2.8,2.8,92
1960,PRIVATE,43.733381348,-79.432711537,2.6,2.7,2.8,92
1960,PRIVATE,43.6867361824,-79.3548678509,2.4,2.9,2.8,92
1960,PRIVATE,43.684194607,-79.420388962,2.9,2.8,2.7,92
1960,PRIVATE,43.668460296,-79.379959886,2.9,2.8,2.7,92
1960,PRIVATE,43.601498978,-79.498002186,2.8,2.7,2.8,92
1960,PRIVATE,43.736202426,-79.34939102,2.9,2.8,2.6,92
1960,PRIVATE,43.589021479,-79.544011345,2.6,2.8,2.7,92
1960,PRIVATE,43.6892398078,-79.3532188818,3,2.9,2.5,92
1960,PRIVATE,43.693346722,-79.4414872013,2.8,2.7,2.7,92
1960,PRIVATE,43.590045398,-79.542046244,2.4,2.8,2.8,92
1960,PRIVATE,43.735513832,-79.484593132,2.8,2.7,2.7,92
1960,PRIVATE,43.709864206,-79.384723421,2.7,2.7,2.7,92
1960,PRIVATE,43.715262532,-79.556650611,2.7,2.6,2.9,92
1960,PRIVATE,43.665644236,-79.379551747,2.7,2.9,2.6,92
1960,PRIVATE,43.749391769,-79.27794054,2.8,2.8,2.8,92
1960,PRIVATE,43.616927112,-79.486672606,2.7,2.7,2.8,92
1960,PRIVATE,43.636950344,-79.43560797,2.5,2.7,2.7,92
1960,PRIVATE,43.702368651,-79.439254507,2.9,2.6,3,92
1960,PRIVATE,43.704890189,-79.529598436,2.6,2.8,2.7,92
1961,PRIVATE,43.7090551064,-79.4281966082,2.9,2.8,2.7,92
1961,PRIVATE,43.714028439,-79.364118503,2.9,2.8,2.7,92
1962,PRIVATE,43.749760837,-79.550868013,3,2.7,2.9,92
1962,PRIVATE,43.6962315888,-79.3689911694,2.5,2.8,2.7,92
1962,PRIVATE,43.74157075,-79.328070218,2.6,2.8,2.8,92
1962,PRIVATE,43.7604036514,-79.3924866908,2.9,2.8,2.7,92
1962,TCHC,43.646045398,-79.530717212,2.9,2.8,2.8,92
1962,PRIVATE,43.761230364,-79.335262791,2.9,2.8,2.7,92
1963,PRIVATE,43.7587471272,-79.319372054,2.8,2.8,2.7,92
1963,PRIVATE,43.771592918,-79.443178335,2.9,2.7,2.7,92
1963,PRIVATE,43.709034865,-79.392111771,2.6,2.7,2.8,92
1963,PRIVATE,43.7371481492,-79.3412586289,2.9,2.9,2.6,92
1964,PRIVATE,43.7264501298,-79.3091895206,3,2.7,2.8,92
1964,PRIVATE,43.6730591704,-79.4935959279,2.9,2.7,2.7,92
1964,PRIVATE,43.688796383,-79.397757165,2.8,2.9,2.6,92
1964,PRIVATE,43.7220603014,-79.2433036928,2.7,2.7,2.9,92
1965,PRIVATE,43.684495214,-79.4010047716,2.7,2.8,2.7,92
1965,PRIVATE,43.667330348,-79.38715059,2.7,2.8,2.7,92
1965,PRIVATE,43.693337997,-79.396456433,2.9,2.8,2.6,92
1965,PRIVATE,43.7413605871,-79.2245308289,2.9,2.7,2.8,92
1965,PRIVATE,43.712853216,-79.377032998,2.8,2.7,2.8,92
1965,PRIVATE,43.65686946,-79.462422615,2.5,2.7,2.7,92
1965,PRIVATE,43.709548032,-79.3831759737,2.6,2.8,2.7,92
1965,PRIVATE,43.7212204138,-79.242301179,3,2.6,2.8,92
1965,PRIVATE,43.711965748,-79.462762386,3,2.7,2.8,92
1965,PRIVATE,43.693224076,-79.566526129,2.9,2.8,2.7,92
1965,PRIVATE,43.74577043,-79.261834648,2.8,2.9,2.6,92
1965,PRIVATE,43.694473525,-79.563528031,2.7,2.7,2.9,92
1965,PRIVATE,43.7839479718,-79.4474754127,2.7,2.9,2.5,92
1965,PRIVATE,43.765940376,-79.443879334,2.7,2.6,2.9,92
1965,PRIVATE,43.688894585,-79.352727757,2.9,2.9,2.5,92
1965,PRIVATE,43.689950359,-79.345087457,3,2.7,2.9,92
1965,PRIVATE,43.7395217352,-79.342024827,2.9,2.7,2.7,92
1965,PRIVATE,43.7822996863,-79.3478742316,2.8,2.9,2.6,92
1965,PRIVATE,43.630188983,-79.579887345,2.8,2.8,2.7,92
1967,PRIVATE,43.7363184014,-79.2689338549,3,2.7,2.8,92
1967,PRIVATE,43.651709562,-79.564536328,2.7,2.7,2.7,92
1967,PRIVATE,43.768805339,-79.347304297,2.7,2.8,2.7,92
1967,PRIVATE,43.646232595,-79.473567835,2.6,2.7,2.7,92
1967,PRIVATE,43.7661120765,-79.200010227,3,2.7,2.9,92
1967,PRIVATE,43.70588244,-79.3966793,2.7,2.8,2.7,92
1967,PRIVATE,43.7615247984,-79.5177662952,2.9,2.6,2.9,92
1967,PRIVATE,43.774127291,-79.342941947,2.5,2.9,2.5,92
1968,PRIVATE,43.696913551,-79.549832217,2.6,2.8,2.7,92
1968,PRIVATE,43.698071535,-79.391348866,2.8,2.8,2.8,92
1968,PRIVATE,43.690536061,-79.344338641,2.9,2.9,2.6,92
1968,PRIVATE,43.699208807,-79.390082204,3,2.8,2.8,92
1968,PRIVATE,43.658994583,-79.430040338,2.7,2.7,2.8,92
1968,PRIVATE,43.7902546466,-79.4177286327,3,2.6,2.9,92
1969,PRIVATE,43.655948159,-79.465424787,2.9,2.9,2.6,92
1969,TCHC,43.668827347,-79.373701881,2.8,2.9,2.6,92
1969,PRIVATE,43.692272195,-79.287116791,2.6,2.9,2.6,92
1969,PRIVATE,43.687585593,-79.392430262,2.6,2.8,2.7,92
1969,PRIVATE,43.761263869,-79.509638013,2.4,2.9,2.6,92
1969,PRIVATE,43.654717824,-79.465281617,2.2,3,2.6,92
1969,PRIVATE,43.656787584,-79.466157347,2.9,2.8,2.7,92
1970,PRIVATE,43.7620489485,-79.211440469,2.7,2.9,2.6,92
1970,PRIVATE,43.788814484,-79.447394794,3,2.7,2.8,92
1970,PRIVATE,43.7522915804,-79.51363863,2.9,2.7,2.7,92
1970,PRIVATE,43.685713025,-79.407513555,2.8,2.8,2.6,92
1971,PRIVATE,43.691627521,-79.434491531,2.8,2.6,2.9,92
1971,PRIVATE,43.6983104689,-79.2983347125,2.9,2.8,2.5,92
1971,PRIVATE,43.78804209,-79.44598843,2.8,2.7,2.8,92
1971,TCHC,43.6970038322,-79.287792292,2.8,2.9,2.8,92
1971,PRIVATE,43.707223804,-79.341222856,2.8,2.8,2.7,92
1971,PRIVATE,43.781861303,-79.296652641,2.8,2.8,2.7,92
1971,PRIVATE,43.695136718,-79.290535808,2.9,2.7,2.7,92
1971,PRIVATE,43.707223804,-79.341222856,2.9,2.9,2.6,92
1972,TCHC,43.7671070711,-79.1850076952,2.8,2.7,2.9,92
1972,PRIVATE,43.787093865,-79.467715903,2.8,2.8,2.6,92
1972,TCHC,43.79163957,-79.446195585,2.7,2.7,2.8,92
1972,PRIVATE,43.7874657527,-79.331069436,2.7,2.9,2.6,92
1972,PRIVATE,43.7620164362,-79.2173016754,2.7,2.9,2.5,92
1973,TCHC,43.701195373,-79.547954529,2.5,2.7,2.6,92
1973,TCHC,43.6555922823,-79.3695219097,2.9,2.7,2.6,92
1973,PRIVATE,43.646336867,-79.522752149,2.7,2.6,2.8,92
1973,PRIVATE,43.6765889645,-79.4963489577,3,2.6,2.8,92
1974,PRIVATE,43.689482846,-79.3524948053,2.9,2.7,2.9,92
1974,PRIVATE,43.771912239,-79.287922032,2.6,2.8,2.6,92
1974,PRIVATE,43.7947061514,-79.315638344,2.8,2.7,2.8,92
1974,TCHC,43.768124338,-79.415525902,2.4,2.7,2.8,92
1974,PRIVATE,43.7934585291,-79.315225557,2.9,2.8,2.7,92
1974,PRIVATE,43.7934585291,-79.315225557,2.9,2.8,2.7,92
1974,PRIVATE,43.637506998,-79.56171027,2.5,2.7,2.8,92
1974,TCHC,43.637330091,-79.430147711,2.6,2.8,2.6,92
1975,TCHC,43.659278057,-79.371049668,2.7,2.8,2.7,92
1976,PRIVATE,43.693969417,-79.28769586,2.6,2.7,2.7,92
1977,PRIVATE,43.6911592011,-79.5020724213,2.8,2.9,2.7,92
1977,PRIVATE,43.7385153084,-79.4915401712,3,2.8,2.8,92
1977,TCHC,43.7599953268,-79.2217974394,2.5,2.8,2.7,92
1978,PRIVATE,43.801480967,-79.302703022,2.8,2.8,2.6,92
1979,PRIVATE,43.7381014953,-79.3086822103,2.9,2.7,2.8,92
1980,PRIVATE,43.651581465,-79.374057609,2.8,2.7,2.8,92
1980,PRIVATE,43.69971567,-79.430311152,2.5,2.9,2.4,92
1980,TCHC,43.653809037,-79.38976073,2.8,2.7,2.8,92
1982,SOCIAL HOUSING,43.688879712,-79.491260721,2.8,2.9,2.5,92
1982,SOCIAL HOUSING,43.6554042142,-79.4584260885,2.8,2.9,2.6,92
1983,SOCIAL HOUSING,43.677923833,-79.32992656,2.5,2.9,2.7,92
1983,SOCIAL HOUSING,43.655490881,-79.3742822812,2.5,2.8,2.7,92
1987,SOCIAL HOUSING,43.7328892774,-79.3065969199,2.5,2.9,2.6,92
1987,SOCIAL HOUSING,43.675467951,-79.430139872,2.8,2.9,2.5,92
1988,SOCIAL HOUSING,43.688308838,-79.302553095,2.7,2.8,2.6,92
1989,SOCIAL HOUSING,43.7332472948,-79.3395613564,2.9,2.8,2.7,92
1990,TCHC,43.718209852,-79.400536121,2.1,2.8,2.8,92
1992,TCHC,43.658391044,-79.446161152,2.9,2.8,2.6,92
1992,SOCIAL HOUSING,43.6985761673,-79.3187961632,2.9,2.7,2.7,92
1993,SOCIAL HOUSING,43.668855304,-79.375727382,2.8,2.7,2.6,92
1993,SOCIAL HOUSING,43.672536977,-79.446435464,2.9,2.8,2.7,92
1994,TCHC,43.658290395,-79.450207767,2.6,2.9,2.7,92
1995,SOCIAL HOUSING,43.6616379459,-79.3298622257,2.6,2.8,2.8,92
1996,SOCIAL HOUSING,43.66049693,-79.336536519,2.8,2.8,2.7,92
2003,SOCIAL HOUSING,43.677246214,-79.320512949,2.9,2.7,2.7,92
2005,SOCIAL HOUSING,43.654513754,-79.366669531,2.7,2.8,2.7,92
2005,PRIVATE,43.64339526,-79.399965439,2.5,2.9,2.7,92
2006,TCHC,43.649017813,-79.367964945,2.8,2.8,2.6,92
2006,PRIVATE,43.775367468,-79.340704255,2.3,2.9,2.7,92
2007,PRIVATE,43.669438916,-79.405207226,2.8,2.8,2.6,92
2008,PRIVATE,43.691373061,-79.508905814,2.9,2.9,2.6,92
2010,PRIVATE,43.7061847,-79.393224881,2.8,2.8,2.6,92
2012,SOCIAL HOUSING,43.65908018,-79.366823235,2.7,2.8,2.6,92
2021,PRIVATE,43.655497932,-79.466564069,2.8,2.9,2.7,92
1885,PRIVATE,43.649450698,-79.435105646,2.8,2.8,2.8,93
1900,PRIVATE,43.636462829,-79.438878709,2.4,2.8,3,93
1903,PRIVATE,43.657207965,-79.398070943,2.8,2.7,2.9,93
1914,PRIVATE,43.653685383,-79.466255527,2.8,2.8,2.9,93
1915,PRIVATE,43.670049367,-79.378944292,2.8,2.7,2.8,93
1920,PRIVATE,43.659043133,-79.373055668,3,2.8,2.7,93
1925,PRIVATE,43.672159624,-79.288297385,2.8,2.6,2.9,93
1925,PRIVATE,43.680979699,-79.399528877,2.8,2.9,2.5,93
1927,PRIVATE,43.6663961492,-79.3863015962,2.7,2.8,2.7,93
1927,PRIVATE,43.663016124,-79.375476419,2.6,2.9,2.6,93
1930,PRIVATE,43.713414936,-79.398583424,2.6,2.8,2.7,93
1930,PRIVATE,43.6367650301,-79.4389483513,2.9,2.8,2.8,93
1931,PRIVATE,43.681922414,-79.399892991,2.8,2.7,2.8,93
1932,PRIVATE,43.684954011,-79.419453325,3,2.9,2.6,93
1932,PRIVATE,43.6754799628,-79.2772204699,2.9,2.8,2.9,93
1934,PRIVATE,43.688164413,-79.424253526,2.1,2.9,2.7,93
1937,PRIVATE,43.6747748062,-79.2796021139,2.8,2.7,2.9,93
1938,PRIVATE,43.685882132,-79.418348616,2.9,2.8,2.9,93
1940,PRIVATE,43.683788168,-79.421574872,2.9,2.8,2.7,93
1950,PRIVATE,43.6349134645,-79.4905899718,2.7,2.8,2.7,93
1950,PRIVATE,43.729054481,-79.482934507,2.9,2.7,2.9,93
1950,PRIVATE,43.694581164,-79.423543998,2.8,2.8,2.8,93
1950,PRIVATE,43.708768955,-79.310009028,2.9,2.8,2.7,93
1950,PRIVATE,43.736205215,-79.44139433,2.8,2.8,2.7,93
1951,PRIVATE,43.601151062,-79.506439811,2.8,2.6,2.9,93
1952,PRIVATE,43.637114762,-79.490465663,2.8,2.9,2.7,93
1952,PRIVATE,43.6100722111,-79.4872983362,2.6,2.8,2.8,93
1952,PRIVATE,43.662712922,-79.520190294,2.8,2.8,2.9,93
1952,PRIVATE,43.6092734269,-79.4898141501,3,2.7,2.9,93
1953,PRIVATE,43.705024326,-79.425827726,2.9,2.8,2.8,93
1953,PRIVATE,43.701599075,-79.527506087,3,2.7,2.9,93
1954,PRIVATE,43.709166604,-79.310569176,2.9,2.7,2.9,93
1954,PRIVATE,43.6746668318,-79.2776535124,2.8,2.7,2.8,93
1954,PRIVATE,43.6747055108,-79.2773893392,2.7,2.8,2.8,93
1954,PRIVATE,43.709396527,-79.508191329,3,2.8,2.8,93
1954,PRIVATE,43.721948279,-79.433346456,2.6,2.8,2.8,93
1954,PRIVATE,43.6380418956,-79.4902414702,2.6,2.7,2.9,93
1954,PRIVATE,43.709396527,-79.508191329,3,2.7,2.9,93
1954,PRIVATE,43.6903808073,-79.3529674197,2.9,2.8,2.7,93
1954,PRIVATE,43.639073561,-79.4920727048,3,2.7,2.7,93
1955,PRIVATE,43.674618998,-79.375186567,2.6,2.8,2.9,93
1955,PRIVATE,43.7209792831,-79.5051259497,2.9,2.9,2.7,93
1955,PRIVATE,43.689615342,-79.403318108,2.8,2.8,2.7,93
1955,PRIVATE,43.664885115,-79.522589906,3,2.8,2.8,93
1955,PRIVATE,43.687335034,-79.423640117,2.8,2.8,2.7,93
1955,PRIVATE,43.713277174,-79.396648897,2.6,2.7,2.9,93
1955,PRIVATE,43.705039078,-79.405292084,2.7,2.8,2.8,93
1956,PRIVATE,43.7387840807,-79.3424492566,2.9,2.7,2.9,93
1956,PRIVATE,43.687758523,-79.402478988,2.8,2.8,2.9,93
1956,PRIVATE,43.726834232,-79.3021111159,2.8,2.8,2.7,93
1956,PRIVATE,43.637707345,-79.429380814,2.7,2.7,2.9,93
1956,PRIVATE,43.7085088591,-79.2998972117,2.3,2.9,2.7,93
1957,PRIVATE,43.728530842,-79.267454796,2.8,2.7,2.9,93
1957,PRIVATE,43.695332786,-79.397152193,2.9,2.9,2.6,93
1957,PRIVATE,43.6385987342,-79.4361728843,2.8,2.9,2.6,93
1958,PRIVATE,43.6837517328,-79.4873082917,3,2.9,2.6,93
1958,PRIVATE,43.6896822346,-79.3460278101,2.8,2.8,2.7,93
1958,PRIVATE,43.709382948,-79.310323757,3,2.7,2.8,93
1958,PRIVATE,43.717376692,-79.479654033,2.9,2.8,2.7,93
1959,PRIVATE,43.618336784,-79.485788392,2.7,2.7,2.9,93
1959,PRIVATE,43.634373643,-79.435343202,2.8,2.8,2.9,93
1959,PRIVATE,43.741511337,-79.493163994,2.8,2.6,2.9,93
1959,PRIVATE,43.684752704,-79.419315115,2.9,2.7,2.8,93
1959,PRIVATE,43.6960744656,-79.2646078047,3,2.8,2.8,93
1959,PRIVATE,43.744106144,-79.310044844,2.8,2.9,2.6,93
1959,PRIVATE,43.694232028,-79.454984105,2.6,2.8,2.8,93
1959,PRIVATE,43.705178016,-79.425108275,2.6,2.7,2.9,93
1960,PRIVATE,43.729758711,-79.469616321,2.9,2.7,2.8,93
1960,PRIVATE,43.601842504,-79.506732984,2.8,2.6,2.9,93
1960,PRIVATE,43.680371012,-79.299397904,2.8,2.7,2.9,93
1960,PRIVATE,43.709864206,-79.384723421,2.7,2.8,2.8,93
1960,PRIVATE,43.693721495,-79.303248784,3,2.9,2.6,93
1960,PRIVATE,43.729940785,-79.468234305,3,2.8,2.8,93
1960,PRIVATE,43.723405179,-79.431085116,2.9,2.8,2.7,93
1960,PRIVATE,43.735097283,-79.342235727,2.9,2.8,2.8,93
1960,PRIVATE,43.665644236,-79.379551747,2.9,2.8,2.7,93
1960,PRIVATE,43.692225302,-79.263016184,2.8,2.8,2.6,93
1960,PRIVATE,43.742991631,-79.487132131,2.8,2.8,2.7,93
1960,PRIVATE,43.7206156071,-79.5067407742,2.9,2.7,2.9,93
1960,PRIVATE,43.742535945,-79.593495594,2.9,2.8,2.7,93
1960,PRIVATE,43.599882427,-79.513619138,3,2.8,2.8,93
1960,PRIVATE,43.617341414,-79.486574349,2.8,2.9,2.6,93
1960,PRIVATE,43.7381824127,-79.427971659,2.7,2.8,2.7,93
1960,PRIVATE,43.635361871,-79.429350661,2.7,2.9,2.6,93
1960,PRIVATE,43.744001805,-79.488080953,2.9,2.8,2.7,93
1960,PRIVATE,43.7081344866,-79.3018433113,2.9,2.7,2.9,93
1960,PRIVATE,43.589971992,-79.542384111,2.7,2.8,2.7,93
1960,PRIVATE,43.704024202,-79.341792375,2.6,2.9,2.7,93
1960,PRIVATE,43.712271468,-79.392195351,2.9,2.8,2.8,93
1960,PRIVATE,43.60920195,-79.546207508,2.9,2.8,2.8,93
1960,PRIVATE,43.704647768,-79.342701346,3,2.9,2.5,93
1960,PRIVATE,43.7306604453,-79.4351977557,2.3,3,2.7,93
1960,PRIVATE,43.7357778684,-79.3410317074,3,2.7,2.9,93
1960,PRIVATE,43.694900859,-79.396878293,2.7,2.8,2.6,93
1960,PRIVATE,43.703889613,-79.346231222,2.8,2.6,2.9,93
1961,PRIVATE,43.72982571,-79.340627217,2.8,2.7,2.8,93
1961,PRIVATE,43.694890667,-79.293643202,2.7,2.9,2.6,93
1961,PRIVATE,43.6986462208,-79.4772084771,2.8,2.8,2.7,93
1961,PRIVATE,43.69855491,-79.4776237229,2.9,2.7,2.8,93
1961,PRIVATE,43.63932136,-79.490266274,2.5,2.9,2.7,93
1962,PRIVATE,43.7587707758,-79.2323786593,2.8,2.9,2.6,93
1962,PRIVATE,43.755232411,-79.489375599,2.9,2.7,2.8,93
1962,PRIVATE,43.6902830528,-79.3461159995,2.9,2.8,2.8,93
1962,PRIVATE,43.694565913,-79.396863246,2.7,2.9,2.7,93
1962,PRIVATE,43.7172161806,-79.5567000725,2.8,2.9,2.7,93
1962,PRIVATE,43.705056804,-79.530164006,3,2.8,2.8,93
1962,PRIVATE,43.664666093,-79.522248774,2.8,2.6,2.9,93
1963,PRIVATE,43.731696422,-79.578498513,3,2.7,2.9,93
1963,PRIVATE,43.698327668,-79.546389433,2.9,2.8,2.9,93
1963,PRIVATE,43.771592918,-79.443178335,2.9,2.8,2.8,93
1964,PRIVATE,43.7705466002,-79.3863327506,2.9,2.7,2.8,93
1964,PRIVATE,43.7328848087,-79.3055213856,2.8,2.8,2.8,93
1964,TCHC,43.655849077,-79.367907347,2.5,2.9,2.7,93
1964,PRIVATE,43.762425831,-79.316612241,2.9,2.8,2.7,93
1965,PRIVATE,43.7728909718,-79.231398356,2.7,2.9,2.6,93
1965,PRIVATE,43.64516038,-79.436694454,2.6,2.8,2.8,93
1965,PRIVATE,43.739178679,-79.3433554999,2.9,2.8,2.7,93
1965,PRIVATE,43.741597482,-79.28192501,2.9,2.8,2.8,93
1965,PRIVATE,43.7460384485,-79.218063912,2.7,2.9,2.6,93
1965,PRIVATE,43.6853486337,-79.4067397267,2.8,2.9,2.7,93
1965,PRIVATE,43.665071449,-79.379678542,2.8,2.9,2.6,93
1965,PRIVATE,43.715714431,-79.377535278,3,2.8,2.8,93
1965,PRIVATE,43.77772548,-79.34897819,2.7,2.8,2.8,93
1965,PRIVATE,43.6379977398,-79.4358904855,2.9,2.9,2.6,93
1965,PRIVATE,43.69407154,-79.562734454,2.8,2.8,2.8,93
1965,PRIVATE,43.739178679,-79.3433554999,2.4,2.9,2.6,93
1966,PRIVATE,43.7485751194,-79.437302788,2.9,2.8,2.8,93
1966,PRIVATE,43.749331773,-79.549426967,2.8,2.7,2.9,93
1966,TCHC,43.717195772,-79.300999236,2.7,2.8,2.7,93
1966,PRIVATE,43.7337528982,-79.3068920324,2.7,2.8,2.7,93
1967,PRIVATE,43.7567110801,-79.2880430634,2.8,2.9,2.7,93
1967,PRIVATE,43.760392359,-79.323756495,2.8,2.8,2.7,93
1967,PRIVATE,43.766460008,-79.520471795,3,2.7,2.8,93
1967,PRIVATE,43.659713003,-79.429285039,2.6,2.8,2.8,93
1967,TCHC,43.6990884103,-79.5033968088,2.7,2.9,2.7,93
1967,PRIVATE,43.739193551,-79.518140136,2.8,2.8,2.9,93
1967,PRIVATE,43.704009724,-79.528188904,2.7,2.8,2.9,93
1968,PRIVATE,43.632109973,-79.576154353,2.9,2.9,2.7,93
1968,PRIVATE,43.793973902,-79.419819532,2.9,2.8,2.7,93
1968,PRIVATE,43.749318468,-79.278333613,2.2,3,2.5,93
1968,PRIVATE,43.729376377,-79.22688801,2.7,2.7,2.9,93
1968,PRIVATE,43.723649067,-79.492914942,2.9,2.7,2.7,93
1968,PRIVATE,43.761330462,-79.215071162,2.9,2.8,2.8,93
1968,PRIVATE,43.669069472,-79.37171783,2.8,2.8,2.7,93
1968,PRIVATE,43.744688035,-79.218768113,2.9,2.8,2.8,93
1968,PRIVATE,43.730743282,-79.271210966,2.7,2.9,2.6,93
1968,PRIVATE,43.688687624,-79.351002237,2.8,2.9,2.6,93
1969,PRIVATE,43.7073903147,-79.4803989264,2.7,2.8,2.7,93
1969,PRIVATE,43.687299065,-79.300651307,2.8,2.7,2.8,93
1969,PRIVATE,43.7073903147,-79.4803989264,2.8,2.8,2.7,93
1970,PRIVATE,43.6959726218,-79.2874840709,2.8,2.7,2.8,93
1970,PRIVATE,43.711887064,-79.394093393,2.9,2.8,2.7,93
1970,PRIVATE,43.750117696,-79.220863337,2.8,2.9,2.7,93
1970,PRIVATE,43.6964928212,-79.4764300653,2.9,2.8,2.7,93
1970,PRIVATE,43.6989642067,-79.2987112919,2.9,2.9,2.6,93
1970,PRIVATE,43.64088681,-79.564713058,2.6,2.8,2.7,93
1970,TCHC,43.736561081,-79.255178483,2.7,2.9,2.7,93
1970,PRIVATE,43.596011361,-79.523701265,3,2.8,2.7,93
1971,PRIVATE,43.681735253,-79.281298195,2.7,2.7,2.8,93
1971,PRIVATE,43.726046622,-79.265909548,2.8,2.8,2.9,93
1971,PRIVATE,43.726046622,-79.265909548,2.8,2.8,2.8,93
1971,PRIVATE,43.743272872,-79.594128105,3,2.9,2.7,93
1971,PRIVATE,43.657554668,-79.43400594,2.8,2.9,2.5,93
1972,TCHC,43.7429406222,-79.5009610922,2.4,2.9,2.7,93
1973,PRIVATE,43.7569259596,-79.4910108744,2.7,2.8,2.8,93
1974,PRIVATE,43.637506998,-79.56171027,2.8,2.9,2.8,93
1974,PRIVATE,43.7471776431,-79.5819972103,2.9,2.8,2.8,93
1975,PRIVATE,43.686703853,-79.414192307,2.8,2.8,2.7,93
1975,PRIVATE,43.8042493963,-79.1676352467,3,2.8,2.7,93
1977,TCHC,43.706491429,-79.395574467,2.5,2.9,2.8,93
1977,TCHC,43.6154791,-79.49699265,2.7,3,2.6,93
1977,TCHC,43.7214717977,-79.3024586823,2.6,2.8,2.6,93
1978,PRIVATE,43.6377806623,-79.4379497225,2.9,2.8,2.9,93
1979,PRIVATE,43.807552003,-79.272681054,2.9,2.9,2.6,93
1980,SOCIAL HOUSING,43.665240672,-79.331969904,2.8,2.9,2.7,93
1980,TCHC,43.666960125,-79.400923338,2.8,2.8,2.7,93
1980,TCHC,43.639543302,-79.428183953,2.6,3,2.4,93
1982,TCHC,43.650079862,-79.368502255,2.8,2.8,2.8,93
1982,PRIVATE,43.6992222546,-79.2778348112,2.9,2.8,2.8,93
1983,TCHC,43.708836705,-79.389851203,2.9,2.8,2.8,93
1984,TCHC,43.657342412,-79.357649785,2.7,2.8,2.7,93
1989,TCHC,43.635062111,-79.437601411,2.7,2.8,2.9,93
1989,TCHC,43.655689409,-79.414956252,2.7,2.8,2.7,93
1990,PRIVATE,43.731455829,-79.435410014,2.6,2.8,2.8,93
1991,TCHC,43.653911795,-79.389216273,2.9,2.7,2.8,93
1992,SOCIAL HOUSING,43.799771853,-79.150262267,2.8,2.9,2.4,93
1992,SOCIAL HOUSING,43.68760252,-79.348849829,2.9,2.8,2.7,93
1992,TCHC,43.6366736608,-79.4376587469,2.8,2.8,2.7,93
1994,SOCIAL HOUSING,43.701899687,-79.519823349,2.6,3,2.7,93
1995,TCHC,43.66248236,-79.33288043,2.9,2.9,2.8,93
1996,SOCIAL HOUSING,43.78632826,-79.41887979,2.3,2.9,2.7,93
1997,SOCIAL HOUSING,43.647312711,-79.372960844,2.8,2.8,2.7,93
2005,SOCIAL HOUSING,43.645573462,-79.402433707,2.8,2.9,2.6,93
2005,SOCIAL HOUSING,43.654513754,-79.366669531,2.9,2.8,2.8,93
2019,PRIVATE,43.707942687,-79.39786072,3,2.8,2.8,93
1891,SOCIAL HOUSING,43.663410889,-79.361416269,2.8,2.8,2.7,94
1911,PRIVATE,43.663780728,-79.413601152,2.8,2.8,2.8,94
1921,PRIVATE,43.6806801343,-79.4292316793,2.2,2.9,2.8,94
1925,PRIVATE,43.680535547,-79.399334602,2.8,2.7,2.9,94
1925,PRIVATE,43.688801405,-79.410854956,2.5,2.9,2.8,94
1927,PRIVATE,43.689202016,-79.411218672,2.9,2.9,2.7,94
1927,PRIVATE,43.672476824,-79.322298173,2.7,2.8,2.7,94
1928,TCHC,43.668524449,-79.292899307,3,2.7,2.9,94
1928,PRIVATE,43.665272853,-79.378302265,3,2.7,2.9,94
1928,PRIVATE,43.66681502,-79.377171097,2.9,2.8,2.9,94
1929,PRIVATE,43.672463226,-79.355052807,3,2.8,2.9,94
1929,PRIVATE,43.667957114,-79.414124093,2.8,2.7,2.9,94
1930,PRIVATE,43.719945154,-79.400723312,3,2.7,2.9,94
1930,PRIVATE,43.68736014,-79.395934692,2.5,2.8,2.8,94
1931,PRIVATE,43.635897529,-79.432069219,2.4,3,2.8,94
1937,PRIVATE,43.6746605464,-79.2797118492,2.9,2.8,2.8,94
1939,PRIVATE,43.636137103,-79.429522246,2.8,2.8,2.9,94
1940,PRIVATE,43.716861761,-79.400725208,3,2.7,2.9,94
1941,PRIVATE,43.725849397,-79.401345968,2.8,2.8,2.8,94
1948,PRIVATE,43.698921374,-79.40575322,2.9,2.7,2.9,94
1950,PRIVATE,43.731057278,-79.4337815,2.8,2.9,2.7,94
1950,PRIVATE,43.6923348201,-79.3435916097,2.9,2.9,2.6,94
1950,PRIVATE,43.701892029,-79.420288428,3,3,2.6,94
1950,PRIVATE,43.6162416017,-79.4892718985,2.9,2.8,2.8,94
1950,PRIVATE,43.6348017129,-79.4912245002,2.7,2.8,2.7,94
1950,PRIVATE,43.6931694269,-79.4699479561,2.8,2.9,2.7,94
1951,PRIVATE,43.602358477,-79.506187032,2.8,2.6,2.9,94
1952,PRIVATE,43.736271595,-79.44053564,2.9,2.8,2.7,94
1952,PRIVATE,43.6100510941,-79.4881859662,2.8,2.8,2.7,94
